tweet_id,replies_count,retweets_count,likes_count,annotator_label_1,annotator_label_2,annotator_label_3,trust_1,trust_2,trust_3
1444939421506101248,0,0,1,2,0,3,0.967,1,0.9
1447466084370722816,0,0,0,0,1,2,0.967,1,0.9
1444958400496893952,0,0,0,1,2,0,0.967,0.967,1
1444962826322251520,1,0,0,0,1,2,0.967,0.933,0.967
1444964937999077120,0,0,0,0,1,2,0.967,1,0.967
1444977622417432320,0,0,1,0,1,2,1,0.967,1
1444991580524384256,0,0,0,3,0,2,0.967,1,0.967
1444996816328609536,0,0,0,1,0,2,0.967,0.967,0.967
1444999287373500416,0,0,1,0,1,2,0.933,0.933,1
1445002194307125248,0,0,0,2,1,0,0.933,0.967,1
1445008296591732736,2,0,1,0,3,1,1,1,1
1445011348409265920,1,0,2,2,0,1,0.967,0.967,0.933
1445032349389967104,0,0,0,1,2,0,1,1,1
1445045657329356800,0,0,0,2,0,1,0.967,0.933,1
1446905053437173504,0,0,0,0,1,2,0.933,0.933,1
1445048460135345920,1,0,3,0,1,2,1,0.933,1
1445048742411919104,1,0,2,0,2,3,1,1,0.9
1445049857459302400,3,57,420,1,0,2,1,1,0.967
1445051490306072320,0,0,0,1,0,2,1,0.967,0.967
1445057804549639936,0,0,0,2,0,1,1,1,0.967
1445061701418766336,0,0,1,3,0,1,0.967,1,1
1445070094367969280,0,0,0,0,1,2,0.967,0.933,0.967
1445075220033937408,0,0,0,2,1,0,0.967,0.933,1
1445076807082934272,0,0,0,0,1,2,1,0.967,0.9
1445076822312558592,0,0,0,2,0,1,1,1,1
1445080030166634496,1,0,3,0,2,1,0.967,0.967,0.9
1445083141409021952,0,0,0,0,2,1,1,1,1
1445084782002642688,0,0,2,0,2,1,0.967,1,0.9
1445085299630087936,2,0,0,1,0,2,0.967,0.933,0.967
1445086015736193024,0,0,0,3,1,0,0.933,0.933,1
1445086088297656320,0,0,1,1,3,2,1,0.967,1
1445089611307487232,1,0,2,2,1,0,0.933,1,0.967
1445090229224984320,0,0,0,1,0,3,1,0.967,0.9
1445090257549070336,3,0,5,1,2,3,0.933,0.967,0.9
1445092752484564992,0,0,0,3,2,0,0.933,1,0.933
1445094416553844736,1,0,1,1,0,3,0.933,1,0.9
1445096812755488768,3,0,13,1,0,2,1,1,0.933
1445097469033975808,0,0,0,0,1,3,0.967,1,0.9
1445098892064956416,0,0,2,0,2,3,1,0.967,1
1445099316285255680,1,0,0,2,1,0,0.967,1,0.933
1445100673138262016,1,0,1,2,0,1,0.9,0.967,0.967
1445100842353299456,0,0,0,2,1,0,0.967,1,1
1445104275630198784,0,0,5,2,0,1,0.933,0.967,0.967
1445106836760371200,0,0,0,1,2,0,0.967,0.967,0.9
1445107638589591552,2,0,9,1,0,2,1,1,1
1445108072922316800,0,0,0,0,1,2,0.9,0.967,0.9
1445108323364184064,0,0,2,2,1,0,0.933,0.967,1
1445113133836668928,1,0,2,1,0,2,0.967,0.967,1
1445115365076447232,1,0,1,0,2,1,0.933,1,1
1445116820625760256,1,0,1,1,0,3,0.933,0.967,0.9
1445120143902773248,2,0,29,2,1,0,0.967,1,0.967
1445121786077659136,0,0,10,2,1,0,0.933,0.967,1
1445128536772186112,0,0,1,0,1,2,0.967,1,0.967
1445130399013867520,0,0,3,1,0,2,0.967,0.967,0.9
1445130944914939904,1,0,2,0,1,2,0.967,0.967,0.967
1448199919160815616,1,0,1,2,1,3,0.967,0.933,0.9
1445135183544455168,1,0,0,0,2,1,1,0.967,1
1445135332165439488,1,0,4,2,0,3,0.967,0.967,0.9
1445135362234408704,0,0,0,2,1,0,0.967,1,1
1445136509653463040,1,0,0,0,1,2,0.967,0.967,0.967
1445137312581570304,0,0,2,0,2,1,0.933,0.967,0.967
1445137869014765568,1,0,0,1,2,0,0.933,0.967,0.967
1445138007745601536,0,0,0,2,1,3,0.967,0.933,1
1445138610542596096,1,1,12,2,1,0,1,0.933,1
1445139634716041216,0,0,0,2,0,1,0.967,1,0.967
1445140360573898752,0,0,0,1,2,0,0.967,0.967,1
1445140525141614592,0,0,0,1,0,2,0.967,1,0.9
1445140854373502720,0,0,1,2,0,1,0.967,0.967,1
1445147319775678464,0,0,0,1,2,0,0.967,0.967,1
1445149086852714496,0,0,0,1,0,2,0.933,1,1
1445154281569624064,2,0,1,2,1,0,0.967,1,0.967
1445154693592797184,0,1,3,2,1,0,1,1,0.967
1445157332393017088,0,0,1,0,1,3,1,0.967,0.9
1445157802557722624,0,0,0,0,1,3,0.933,0.967,0.9
1445164197914943488,1,0,0,2,1,0,0.967,1,1
1445164792801476608,0,0,1,0,2,1,1,0.967,0.967
1445164819666149120,0,0,0,2,0,1,1,0.967,1
1445167363146584064,0,0,3,0,2,1,0.967,0.933,0.967
1445168453212524288,0,0,0,1,2,0,1,1,1
1445170589342240768,0,0,0,2,3,1,0.967,0.967,1
1445171634214604800,1,0,0,1,2,0,0.933,1,1
1445174390598078464,1,3,55,2,0,1,0.967,0.967,1
1445175290016108288,1,0,4,1,0,2,1,1,0.9
1445176012287971328,1,0,0,3,1,2,0.967,1,1
1445178838393163520,1,0,1,0,2,1,0.967,0.967,1
1445180038249385984,0,0,4,0,1,2,1,1,1
1445180118360547328,1,0,1,2,1,0,0.967,0.967,1
1445180271540666368,5,0,43,2,1,0,0.933,0.933,0.967
1445182444957732864,1,0,2,1,2,0,0.933,0.967,0.967
1445196664747147264,0,0,4,1,0,2,0.933,1,1
1445197044537253888,1,0,2,1,0,2,1,1,0.9
1445202466849627904,0,0,0,2,1,0,1,0.967,1
1445202603495788288,0,0,1,2,0,1,1,1,1
1445203718652186624,0,0,10,2,0,1,0.967,1,0.967
1446384438275944448,0,0,0,1,2,0,0.967,0.967,1
1445204838560632832,0,0,0,1,2,0,1,0.967,1
1445209886153904128,0,0,3,1,0,2,1,1,0.967
1445215309749751808,7,11,59,2,1,0,0.967,0.967,0.933
1445216077294698496,3,0,3,2,0,3,0.967,0.933,0.9
1445220316813299712,0,0,1,2,1,0,0.967,1,1
1445220841453760512,0,0,0,0,1,2,0.967,0.967,1
1445221661901529088,2,0,2,1,0,2,0.967,0.933,1
1445222209534914304,0,6,64,2,0,1,0.967,1,0.967
1445222794896322304,6,60,146,2,0,1,0.967,1,1
1445225123233943552,1,0,0,0,1,2,0.967,0.967,1
1445228641948893184,0,0,0,1,3,2,0.933,0.967,1
1445231239632404480,0,0,0,2,1,0,0.967,0.967,0.967
1445233869712773120,0,1,0,2,1,0,0.933,1,1
1445238877149556736,0,0,1,1,2,0,0.967,0.967,1
1445238938667527936,0,0,1,0,1,2,1,0.967,1
1445239272752156672,0,0,2,0,2,1,1,0.967,1
1445241708719919104,3,0,5,0,1,3,0.967,1,0.9
1445243955361296384,6,0,20,3,2,0,0.933,0.967,0.967
1445245004193148928,0,0,0,1,0,2,1,1,1
1445247278034259968,0,0,0,2,1,3,0.933,1,1
1445253845748097024,0,0,0,2,1,3,0.967,1,1
1445254389824778240,1,0,2,0,1,2,0.967,0.967,1
1445257597351759872,0,0,0,2,1,0,1,0.967,1
1445258146528718848,0,0,1,0,3,1,0.967,0.967,0.967
1445258269350576128,2,0,1,1,2,3,1,0.967,0.9
1445260271690280704,0,0,1,0,2,1,0.967,0.967,0.9
1445262821726457856,1,0,1,3,0,1,0.967,1,1
1445263126543233024,0,0,0,2,1,0,0.967,1,1
1445263202669891584,6,0,12,2,1,0,0.967,0.967,0.933
1445264171906449408,1,0,0,1,2,0,0.967,0.933,0.9
1445265059740061696,3,0,6,1,0,2,0.967,1,1
1445268163608809472,0,1,2,2,1,3,1,0.967,1
1445268558854848512,1,1,0,2,0,1,0.967,0.967,0.9
1445275951185629184,2,0,3,2,0,3,0.967,0.967,0.9
1445276416426184704,1,0,1,0,3,2,0.967,1,1
1445278545895469056,0,0,0,2,1,0,0.967,1,1
1445279999896932352,0,0,0,0,1,3,1,1,0.9
1445284645038288896,1,0,1,0,2,1,1,0.967,1
1445288036086910720,0,0,2,2,1,0,0.967,0.967,0.967
1445289712281866240,0,0,0,2,0,1,1,1,1
1445292263727378432,0,0,0,1,0,3,1,0.967,1
1445293430368870400,0,0,1,0,1,2,0.967,0.967,1
1445299657152815104,0,0,0,2,1,0,1,1,1
1445302036795437056,1,0,0,1,2,3,0.933,0.967,1
1445304871683493888,0,0,0,1,2,0,0.967,0.967,0.967
1445305308436484096,0,0,0,2,0,1,1,0.933,1
1445306954939723520,1,0,0,3,0,1,0.9,1,1
1445309333168791552,0,0,2,2,1,0,0.967,1,1
1445309845146640384,1,0,6,2,0,1,0.9,0.967,1
1445312774867849216,0,0,0,0,1,3,0.967,1,1
1445314373895933952,0,0,1,3,0,2,0.967,1,0.967
1445317283883073536,0,0,0,1,2,0,0.9,1,1
1445317561109864448,0,0,0,1,0,2,0.967,1,0.9
1445321166122594304,0,0,0,2,1,0,0.967,1,1
1445325168889450496,0,0,5,1,0,2,0.967,0.933,0.933
1445326695058317312,0,0,3,1,2,0,1,0.967,1
1445332815357284352,0,0,0,1,2,0,0.967,1,0.9
1445334822851944448,1,0,1,3,0,2,0.967,0.967,0.967
1445336288194752512,1,0,1,1,0,2,0.967,0.967,0.967
1445337237160271872,0,0,0,3,2,1,0.933,0.967,1
1445338233538105088,0,0,0,1,2,0,0.967,0.967,1
1445340071809351680,3,0,12,3,0,1,0.967,0.933,1
1445341479296069632,0,0,0,1,0,3,0.9,0.967,1
1445345954446524416,1,0,3,2,0,1,0.967,1,1
1445347364793954304,0,0,0,0,2,1,0.9,0.933,1
1445351784973733888,1,0,1,3,0,1,0.933,1,0.933
1445353533277196288,0,0,2,3,0,1,0.967,0.933,0.967
1445353746062512128,1,0,2,2,3,1,1,0.967,0.967
1445355663920484352,0,0,0,0,1,2,0.933,0.967,0.967
1445356294018408448,0,0,0,2,1,3,0.967,1,1
1445357640897413120,0,1,1,0,1,2,0.967,0.967,0.967
1445364814851813120,0,0,0,1,0,2,1,1,0.933
1445365565359546368,0,0,3,1,2,0,1,0.967,0.9
1445368235642298368,0,0,3,2,1,0,0.967,1,1
1445374645318787072,0,0,0,0,1,2,0.967,1,0.9
1445377810147823616,0,0,0,1,2,0,0.933,0.967,1
1445380019631632384,0,0,0,2,1,0,0.967,0.967,1
1445380606175563520,0,0,0,0,2,1,0.967,0.967,1
1445383164046688256,0,0,0,1,0,2,0.967,1,0.967
1445384294529183488,0,0,2,3,2,0,0.967,1,0.967
1445385350185168896,3,5,102,0,1,2,0.967,0.967,0.9
1445386243899068416,1,0,1,0,1,2,1,0.967,0.967
1445388292107689984,1,0,1,3,2,1,0.967,0.967,1
1445392105141149696,0,0,2,2,1,0,0.9,0.933,1
1445393038193332224,0,0,0,2,1,0,1,0.967,0.967
1445393332683874304,1,0,1,2,0,1,0.967,0.967,1
1445397263585533952,1,1,1,1,2,3,0.967,1,1
1445398247531503616,0,0,0,2,1,0,1,0.933,1
1445402856249511936,1,0,0,0,1,2,0.967,1,0.967
1445403334534483968,2,0,2,0,2,1,1,1,0.967
1445405619498983424,1,0,1,0,1,2,0.967,1,1
1445407730731208704,0,0,0,2,0,3,0.967,0.967,0.9
1445412924068073472,1,0,0,3,1,0,0.9,0.967,0.967
1445413095703261184,3,0,1,1,2,0,0.967,0.967,1
1445413140166963200,2,0,0,1,0,2,0.967,0.967,1
1445413215215751168,0,0,0,2,1,0,1,1,1
1445414502539743232,2,1,29,3,0,1,0.933,1,1
1445415040111325184,0,5,5,2,1,3,0.967,1,1
1445415914187464704,1,0,6,2,1,0,0.967,1,0.967
1447606417649594368,0,0,0,1,2,3,0.967,0.967,1
1445534120608600064,0,1,0,1,2,0,1,0.967,0.933
1445419475277434880,0,0,2,2,1,0,0.9,1,0.967
1445422170608312320,0,0,0,1,0,3,1,0.967,0.9
1445422322110930688,0,0,0,1,0,2,0.967,1,0.9
1445425656997744640,0,0,1,1,0,2,0.933,1,0.9
1445427500570398720,0,0,0,0,2,3,0.933,0.967,0.9
1445429686977404928,0,0,1,0,2,1,1,1,1
1445429927155834880,0,0,0,2,1,0,0.967,0.967,0.9
1445433550145146880,1,0,1,2,0,3,0.9,1,0.9
1445435767996620800,0,0,0,2,0,1,0.967,1,1
1445436236714455040,1,0,0,0,2,1,1,1,0.967
1445436978711957504,0,0,0,2,1,0,0.967,1,1
1445437210845597696,0,0,0,1,0,2,0.933,0.967,1
1445437507336876032,1,0,1,1,3,0,0.967,0.967,1
1445437542023802880,2,0,2,2,0,1,1,1,1
1445438047969890304,2,0,4,2,1,0,0.967,1,0.967
1445438063614697472,1,0,2,1,2,0,1,0.967,1
1445438367122919424,1,0,1,2,1,0,0.933,0.967,1
1445438445665484800,1,0,3,2,0,3,1,0.933,0.9
1445439083396964352,1,0,4,2,0,1,0.933,0.967,0.967
1445440722711158784,0,0,0,0,2,3,0.967,0.967,0.967
1445441303798484736,1,0,1,0,1,2,0.933,0.933,0.967
1445441443007549440,1,0,1,2,0,1,0.967,0.933,1
1445443196104810496,1,1,4,1,0,2,0.933,1,1
1445443489517371392,0,0,0,1,0,2,0.967,1,0.967
1445446190284173312,0,2,2,0,2,1,0.967,0.933,0.967
1445446193899872256,0,0,0,2,1,0,0.933,0.967,1
1445446963822874624,0,0,0,1,2,0,0.967,1,1
1445447831339163648,2,0,15,1,2,3,1,1,1
1445448824764321536,1,0,0,0,2,3,0.967,0.967,1
1445449420259016704,0,0,0,3,2,1,0.967,1,1
1445450049631121408,1,0,1,0,1,2,0.9,0.967,1
1445120366402170880,0,0,1,2,0,1,0.967,1,1
1445452314995662848,2,11,67,1,0,2,0.967,0.933,1
1445453188371341312,0,0,0,2,3,0,1,1,1
1445453316738019328,1,0,1,2,1,3,1,0.967,1
1445453404508024832,20,3,95,2,3,1,0.933,1,0.967
1445454708391354368,0,0,0,3,0,2,0.933,1,1
1445456244349620224,0,0,0,3,0,2,0.933,0.933,1
1445457492889137152,0,0,0,1,3,0,1,1,0.967
1445457512296235008,0,0,3,0,1,2,0.967,1,0.967
1445458549455290368,0,0,1,3,0,2,0.967,0.967,0.967
1445458582179233792,0,0,0,0,1,2,1,1,1
1445459233747603456,0,0,0,0,1,2,0.967,1,0.967
1445459501847437312,0,0,0,2,1,0,0.933,1,1
1445459687265107968,0,0,0,2,0,1,0.967,0.967,1
1445460145924816896,5,0,53,2,1,0,1,1,1
1445460848479113216,1,0,2,3,2,1,0.967,1,1
1445464785479368704,0,0,1,0,1,2,0.967,0.967,0.967
1445465178082983936,0,0,1,2,1,3,0.967,0.967,0.9
1445465227743547136,4,0,2,2,1,0,0.967,0.967,0.967
1445465483583516672,0,0,2,1,0,2,0.967,0.967,0.967
1445467231576461312,0,0,2,0,2,1,1,0.967,1
1445468020030132224,0,0,1,2,1,0,0.967,0.933,1
1445470217627262720,0,0,0,2,1,0,1,1,1
1445471126600048640,1,0,3,1,2,0,0.9,1,1
1445472471184920320,0,0,1,1,2,3,0.967,1,1
1445473004557795328,0,0,0,1,2,0,1,0.967,0.9
1445473207130021888,1,0,1,1,0,2,0.933,1,1
1445473578971844608,1,0,4,2,0,1,0.967,1,1
1445476355429125888,0,0,1,2,0,1,0.967,1,0.967
1445477318391045888,0,0,3,2,3,0,0.967,1,1
1445477956764123136,0,0,3,1,2,0,0.967,0.967,0.967
1445478028188917504,0,0,0,2,3,1,0.967,0.967,1
1445478822510415872,0,0,0,2,1,0,0.9,0.933,1
1445478868274405120,0,0,0,1,0,2,0.967,1,0.967
1445478983114522624,0,0,1,3,0,2,1,1,1
1445479142791601920,1,0,0,2,0,1,0.967,0.933,1
1445479942943215616,2,0,11,3,1,2,0.933,0.967,1
1445480393973501952,1,0,1,2,0,1,1,1,1
1445481517652713472,1,0,0,2,1,0,1,1,1
1445483795604332288,0,0,4,3,1,0,0.967,1,1
1445484145962995712,0,0,1,0,1,3,1,1,0.967
1445484592601845504,2,0,2,2,0,1,0.933,0.967,0.967
1445487159058702336,0,0,0,3,1,0,0.967,1,0.933
1445487753026699264,0,0,0,2,1,0,0.967,1,0.933
1445488076277485568,2,0,2,0,1,2,0.9,0.967,1
1445490808191291392,0,0,1,3,0,1,0.933,1,0.967
1445492247760289536,2,0,7,2,1,3,1,1,0.9
1446632437245566720,0,0,0,3,2,1,0.967,1,1
1445492939602505728,1,0,7,1,2,0,0.967,0.933,1
1445496714052341504,0,0,1,2,0,1,1,0.967,1
1445497007959801856,2,0,0,2,3,0,0.9,1,1
1445497012074340352,2,2,57,2,0,1,0.967,1,1
1445497938529058816,0,0,0,1,2,0,0.933,0.933,1
1445498071975010304,1,0,0,3,0,2,1,0.967,0.967
1445498095563783936,0,0,1,0,2,1,0.967,0.933,1
1445498778169987072,0,0,1,1,3,0,0.933,0.967,1
1445499720953069568,1,1,4,1,2,3,0.933,1,0.967
1445501240566116352,1,0,3,0,2,1,0.933,0.967,0.967
1445505714114289664,1,0,6,0,2,1,0.967,0.967,1
1445507118249828352,0,0,1,1,2,0,1,0.967,1
1445508256529477632,0,0,0,2,0,1,0.933,1,1
1445508258018463488,3,0,9,2,0,3,0.933,1,0.9
1445508559010103296,0,0,0,3,0,2,0.967,1,0.967
1445508779601137664,0,0,0,1,0,2,1,1,1
1445511069506555904,1,0,20,0,1,3,1,1,1
1445511939048624128,0,0,0,2,1,0,1,0.967,1
1445514648212545536,3,1,10,0,2,3,1,1,1
1445515188149440512,0,0,0,2,1,3,0.933,1,0.9
1445516145545474048,0,0,0,1,0,2,0.967,1,0.9
1445517652189868032,1,0,0,1,0,2,1,1,0.933
1445518350382030848,0,0,2,1,0,2,0.933,0.967,0.933
1445519813887987712,0,1,3,0,1,2,0.933,1,0.967
1445519912605159424,2,0,24,0,2,1,1,1,1
1445524867080548352,0,0,0,1,2,0,1,1,0.967
1445526285002805248,2,0,18,0,1,2,0.967,0.967,0.967
1445526999284416512,0,0,0,2,0,1,1,1,1
1445529742556291072,0,1,1,3,2,1,0.967,1,1
1445530863052095488,1,0,0,1,0,2,0.9,0.967,0.967
1445531537055698688,1,0,2,3,1,2,0.933,1,1
1445531688113741824,0,0,1,0,2,1,1,0.933,0.967
1445532873377804288,0,0,1,2,0,1,0.967,0.967,0.967
1445533691984297984,1,0,2,3,1,0,0.967,1,1
1445534982999461888,0,0,2,0,1,2,0.967,0.933,0.9
1445535834577375232,0,0,6,3,2,0,0.9,0.967,1
1445536199246946304,1,0,0,3,2,1,0.967,0.967,1
1445536741817913088,0,0,1,3,2,0,0.967,0.967,0.967
1445537538245070848,0,0,1,0,2,1,0.967,0.967,1
1445538439730925568,0,0,3,0,1,2,1,1,1
1445539980877570048,0,0,11,2,1,3,1,1,1
1445540044932931584,1,0,0,2,1,0,0.933,0.967,1
1445543101045477120,0,0,0,2,0,3,0.933,1,0.967
1445545759873531904,0,0,0,0,3,1,0.967,0.967,0.967
1445546205929299968,2,0,2,0,2,1,0.933,1,1
1445546368181813248,0,0,0,1,0,2,0.967,1,0.967
1445547962570973184,0,0,0,0,2,1,0.933,0.967,0.9
1445549364001206272,0,0,1,1,3,0,0.967,0.967,1
1445550096108556288,0,0,0,1,0,2,1,0.967,0.967
1445553901189533696,0,0,7,3,1,0,0.967,0.933,0.9
1445556440660328448,0,0,1,0,1,2,1,1,0.967
1445558267246116864,0,0,0,2,0,1,0.933,1,0.933
1445558794117804032,1,0,1,2,1,3,0.967,0.967,0.967
1445560517880258304,12,4,162,2,0,1,0.967,0.967,0.967
1445560842934619904,1,0,0,1,0,2,1,0.967,0.967
1445564461369093888,2,0,10,0,1,2,0.967,0.967,1
1445567910588469248,0,0,0,2,0,1,0.933,0.967,1
1445569273498243072,0,0,0,2,0,1,1,1,0.967
1445571418326925312,0,0,0,3,0,2,0.9,0.967,1
1445571461121404928,0,0,1,2,1,0,0.967,1,0.967
1447477351365885952,0,0,1,1,2,0,1,1,1
1445577973462016000,0,0,0,1,2,0,0.967,1,1
1445580148489605120,0,0,3,3,0,1,0.933,0.933,0.967
1445580242484023296,0,0,2,0,1,2,1,0.967,1
